"{""coordinates"":[[-74.0007317113078,40.6813957980039],[-73.9988782665019,40.6808801337595],[-73.9968878877821,40.6803237052122],[-73.9953787258717,40.6799002698722],[-73.9951400346153,40.6798332963429]],""type"":""LineString""}",36,Carroll Gardens,Brooklyn,1st Pl,Smith St,Henry St,Full Block,1589414400000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Carroll Gardens,Open Streets,1652.0905724,0.31289594174199997,663.375157764858
"{""coordinates"":[[-74.0019069813836,40.6789430085061],[-74.0000562448238,40.6784284162073],[-73.9980690760498,40.6778742682456],[-73.9966943099944,40.6774949044692],[-73.996473727976,40.6774469093819]],""type"":""LineString""}",37,Carroll Gardens,Brooklyn,4th Pl,Smith St,Henry St,Full Block,1589414400000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Carroll Gardens,Open Streets,1602.7310045,0.303547538731,643.524849546338
"{""coordinates"":[[-73.996529416809,40.6810682944153],[-73.9947802426357,40.6805831709119]],""type"":""LineString""}",38,Carroll Park,Brooklyn,Carroll St,Court St,Smith St,Full Block,1590192000000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Carroll Gardens,Open Streets,516.343812626,0.097792388755,207.33043671266
"{""coordinates"":[[-73.8509862883192,40.8186385321712],[-73.8505164278029,40.8186997485864],[-73.8503854982886,40.8187168071013],[-73.8502173064217,40.8187387193807],[-73.8499051540801,40.8187793860851],[-73.8493523590888,40.8188514020063],[-73.8488711805866,40.8189140854545],[-73.8487986819391,40.8189235293848],[-73.8480293780645,40.8190237421068],[-73.8468023882003,40.8191889248864],[-73.8467210772482,40.8191998713403],[-73.8462684336258,40.8192608042753],[-73.8461199758216,40.8192807891111],[-73.8458495427847,40.8193171916243],[-73.8457431098723,40.8193315184896],[-73.8456289033914,40.8193468920343],[-73.8455255058052,40.8193608103343],[-73.8451728927167,40.8194082727146],[-73.8449685705333,40.8194357695399]],""type"":""LineString""}",39,Castle Hill,Bronx,RANDALL AVENUE,Olmstead Ave,Havemeyer Ave,Full Block,1593043200000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Castle Hill,Open Streets,1690.76142344,0.320219966561,680.07918678717
"{""coordinates"":[[-73.8510937569059,40.8186249249049],[-73.8509862883192,40.8186385321712]],""type"":""LineString""}",40,Castle Hill,Bronx,RANDALL AVENUE,Olmstead Ave,Havemeyer Ave,Full Block,1593043200000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Soundview,Open Streets,30.1562482663,0.00571141065649,12.1296327272905
"{""coordinates"":[[-73.9342657598208,40.8179225684837],[-73.9368119382315,40.8189941649056],[-73.9370969535679,40.8191149386821],[-73.9371798669962,40.8191496566109]],""type"":""LineString""}",41,Charles Young Playground,Manhattan,WEST  143 STREET,Malcolm X Blvd,5th Ave,Full Block,1590192000000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Harlem,Open Streets,922.204211665,0.174659888573,371.232334831763
"{""coordinates"":[[-74.0022662066352,40.7452151106008],[-74.0051085847045,40.7464110355953]],""type"":""LineString""}",42,Chelsea,Manhattan,WEST   21 STREET,9th Ave,10th Ave,Full Block,1590192000000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Chelsea,Open Streets,900.08476021,0.170470598525,361.932422234086
"{""coordinates"":[[-73.996130457325,40.7434389172784],[-73.997985478443,40.7442214241046],[-73.9980410950826,40.7442448832672],[-73.9989738227727,40.7446383177748]],""type"":""LineString""}",43,Chelsea,Manhattan,WEST   22 STREET,8th Ave,7th Ave,Full Block,1590192000000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Chelsea,Open Streets,900.955946986,0.17063559602,362.27437603285
"{""coordinates"":[[-73.9975530933556,40.7465891631257],[-73.9988657631248,40.7471364933732],[-74.0003999578603,40.7477761549916]],""type"":""LineString""}",44,Chelsea,Manhattan,WEST   25 STREET,8th Ave,9th Ave,Full Block,1593043200000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Chelsea,Open Streets,899.589477348,0.170376794952,361.736162558345
"{""coordinates"":[[-73.9086927369345,40.8339466302093],[-73.9085653618259,40.8339032050892],[-73.9083557600929,40.8338317467092],[-73.9082638799144,40.8338004223524],[-73.9078858672194,40.8336715452131],[-73.9076529616772,40.833592142399],[-73.9073476249931,40.8334880432973],[-73.9070772679084,40.8334380358538],[-73.9068536151488,40.8333669128163],[-73.9067535080065,40.8333345260888],[-73.9064428589158,40.8332340227274],[-73.9059181278252,40.8330596677235],[-73.905724182871,40.8329863207195],[-73.9056236395271,40.8329458305292],[-73.9050318080646,40.8327464075377]],""type"":""LineString""}",45,Claremont,Bronx,E 169th Street,3rd Avenue,Webster Avenue,Full Block,1595548800000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Morrisania,Open Streets,1104.76205011,0.209235236764,444.688843431607
"{""coordinates"":[[-73.9056088187752,40.839851904183],[-73.9054816869145,40.840060876526],[-73.9053697477733,40.8402751749478],[-73.9052735474721,40.8404938439576],[-73.9051935039391,40.8407158667478],[-73.9051579799962,40.8410484975814],[-73.9050331913895,40.8422712297953],[-73.9050165734475,40.8424129836797],[-73.9049387823397,40.8433831799932]],""type"":""LineString""}",46,Claremont Park,Bronx,Clay Ave,173rd St,Claremont Parkway,Full Block,1589414400000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Claremont,Open Streets,1310.12801391,0.248130305664,529.056999724218
"{""coordinates"":[[-73.966360807362,40.6956687885943],[-73.9659068158754,40.6934413262072]],""type"":""LineString""}",47,Clinton Hill,Brooklyn,Hall St,Park Ave,Myrtle Ave,Full Block,1589414400000,"8:00PM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM,8:00AM","8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM,8:00PM",ALL,Clinton Hill,Open Streets,821.236991624,0.15553730902,330.921131408456
